"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.0.regtrans-ms","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.0.regtrans-ms","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.0","System.Collections.Generic.List`1[System.String]",,"UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.0.regtrans-ms","C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.0.regtrans-ms",,"True",,".regtrans-ms","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.1.regtrans-ms","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.1.regtrans-ms","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.1","System.Collections.Generic.List`1[System.String]",,"UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.1.regtrans-ms","C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.1.regtrans-ms",,"True",,".regtrans-ms","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.2.regtrans-ms","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.2.regtrans-ms","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.2","System.Collections.Generic.List`1[System.String]",,"UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.2.regtrans-ms","C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.2.regtrans-ms",,"True",,".regtrans-ms","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.blf","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.blf","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR","System.Collections.Generic.List`1[System.String]",,"UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.blf","C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fd-816b-11f0-a267-28b2bd7d5172}.TxR.blf",,"True",,".blf","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-10-02 9:40:26 PM","2025-10-03 1:40:26 AM","2025-10-02 9:40:26 PM","2025-10-03 1:40:26 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TM.blf","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TM.blf","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TM","System.Collections.Generic.List`1[System.String]",,"UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TM.blf","C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TM.blf",,"True",,".blf","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 8:56:34 PM","2025-08-26 12:56:34 AM","2025-08-25 12:24:09 AM","2025-08-25 4:24:09 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000001.regtrans-ms","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000001.regtrans-ms","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000001","System.Collections.Generic.List`1[System.String]",,"UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000001.regtrans-ms","C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000001.regtrans-ms",,"True",,".regtrans-ms","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-09-28 2:57:11 AM","2025-09-28 6:57:11 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000002.regtrans-ms","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000002.regtrans-ms","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000002","System.Collections.Generic.List`1[System.String]",,"UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000002.regtrans-ms","C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000002.regtrans-ms",,"True",,".regtrans-ms","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 8:56:34 PM","2025-08-26 12:56:34 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\WebCacheLock.dat","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","WebCacheLock.dat","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","WebCacheLock",,,"WebCacheLock.dat","C:\Users\User\AppData\Local\Microsoft\Windows\WebCacheLock.dat",,"True",,".dat","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\AppCache\KDOZWAE3","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\AppCache","KDOZWAE3","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","KDOZWAE3","System.Collections.Generic.List`1[System.String]",,"KDOZWAE3","C:\Users\User\AppData\Local\Microsoft\Windows\AppCache\KDOZWAE3","AppCache","True","C:\","","2025-08-25 1:17:54 PM","2025-08-25 5:17:54 PM","2025-10-03 5:44:42 AM","2025-10-03 9:44:42 AM","2025-08-25 1:17:54 PM","2025-08-25 5:17:54 PM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\AppCache\container.dat","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\AppCache","container.dat","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","container","System.Collections.Generic.List`1[System.String]",,"container.dat","C:\Users\User\AppData\Local\Microsoft\Windows\AppCache\container.dat",,"True",,".dat","2025-08-25 1:17:54 PM","2025-08-25 5:17:54 PM","2025-08-25 1:17:54 PM","2025-08-25 5:17:54 PM","2025-08-25 1:17:54 PM","2025-08-25 5:17:54 PM","Hidden, System, Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\AppCache\KDOZWAE3\container.dat","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\AppCache\KDOZWAE3","container.dat","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","container","System.Collections.Generic.List`1[System.String]",,"container.dat","C:\Users\User\AppData\Local\Microsoft\Windows\AppCache\KDOZWAE3\container.dat",,"True",,".dat","2025-08-25 1:17:54 PM","2025-08-25 5:17:54 PM","2025-08-25 1:17:54 PM","2025-08-25 5:17:54 PM","2025-08-25 1:17:54 PM","2025-08-25 5:17:54 PM","Hidden, System, Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\Application Shortcuts\desktop.ini","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\Application Shortcuts","desktop.ini","C","Microsoft.PowerShell.Core\FileSystem","False","---hs-","desktop","System.Collections.Generic.List`1[System.String]",,"desktop.ini","C:\Users\User\AppData\Local\Microsoft\Windows\Application Shortcuts\desktop.ini",,"True",,".ini","2025-08-25 12:24:11 AM","2025-08-25 4:24:11 AM","2025-09-08 12:05:53 AM","2025-09-08 4:05:53 AM","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","Hidden, System"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\Burn\Burn\desktop.ini","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\Burn\Burn","desktop.ini","C","Microsoft.PowerShell.Core\FileSystem","False","---hs-","desktop","System.Collections.Generic.List`1[System.String]",,"desktop.ini","C:\Users\User\AppData\Local\Microsoft\Windows\Burn\Burn\desktop.ini",,"True",,".ini","2025-08-25 12:25:24 AM","2025-08-25 4:25:24 AM","2025-10-02 8:58:08 PM","2025-10-03 12:58:08 AM","2025-08-25 12:25:24 AM","2025-08-25 4:25:24 AM","Hidden, System"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\History\History.IE5","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\History","History.IE5","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","History.IE5","System.Collections.Generic.List`1[System.String]",,"History.IE5","C:\Users\User\AppData\Local\Microsoft\Windows\History\History.IE5","History","True","C:\",".IE5","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","2025-10-03 5:32:44 AM","2025-10-03 9:32:44 AM","2025-10-03 5:32:44 AM","2025-10-03 9:32:44 AM","Hidden, System, Directory, NotContentIndexed"
